from_x,from_y,to_x,to_y,depth_min,risk_index,wave_size,wind_speed, 
0,28,0,29,9.76,0.391,4.98,29.56
0,29,0,28,7.94,0.187,3.66,13.39
0,29,1,29,33.51,0.351,3.99,17.99
1,29,0,29,34.15,0.989,4.91,1.8
0,29,0,30,30.7,0.864,2.52,7.56
0,30,0,29,25.61,0.534,4.49,23.98
0,30,1,30,26.83,0.776,0.09,16.38
1,30,0,30,20.32,0.697,1.0,9.44
0,30,0,31,29.56,0.289,2.66,4.16
0,31,0,30,27.24,0.415,3.14,13.53
0,31,1,31,46.57,0.678,0.73,22.71
1,31,0,31,23.6,0.768,0.78,26.6
0,31,0,32,30.07,0.981,2.88,19.08
0,32,0,31,32.12,0.194,4.47,18.37
0,32,1,32,12.83,0.925,2.8,27.55
1,32,0,32,8.1,0.894,1.37,6.72
0,32,0,33,44.85,0.723,3.68,6.85
0,33,0,32,48.32,0.939,1.49,24.09
0,33,1,33,23.64,0.411,2.1,17.67
1,33,0,33,9.72,0.658,3.2,14.71
0,33,0,34,44.18,0.101,4.35,1.85
0,34,0,33,40.82,0.391,4.86,3.06
0,34,1,34,38.55,0.912,1.65,24.39
1,34,0,34,13.16,0.759,1.71,8.33
0,34,0,35,15.8,0.062,2.39,24.97
0,35,0,34,31.79,0.291,3.75,16.89
0,35,1,35,8.3,0.438,1.01,21.32
1,35,0,35,10.99,0.067,4.88,25.09
0,35,0,36,29.86,0.228,2.47,15.53
0,36,0,35,28.28,0.625,4.24,0.78
0,36,1,36,6.67,0.157,3.36,4.97
1,36,0,36,18.1,0.97,1.74,14.79
0,36,0,37,45.32,0.227,0.04,7.23
0,37,0,36,37.62,0.545,2.6,26.16
0,37,1,37,9.34,0.919,4.46,15.91
1,37,0,37,41.68,0.59,3.68,26.16
0,37,0,38,11.07,0.547,3.65,15.89
0,38,0,37,31.05,0.735,4.65,3.78
0,38,1,38,10.86,0.512,1.08,23.8
1,38,0,38,17.3,0.948,4.55,29.37
0,38,0,39,40.19,0.455,1.2,6.04
0,39,0,38,46.8,0.28,1.71,23.65
0,39,1,39,11.94,0.474,0.38,28.52
1,39,0,39,32.26,0.561,2.93,7.01
0,39,0,40,40.56,0.169,2.38,11.34
0,40,0,39,9.21,0.99,2.94,28.18
0,40,1,40,43.41,0.251,3.86,8.65
1,40,0,40,13.44,0.104,1.77,0.02
0,40,0,41,29.03,0.529,2.68,11.78
0,41,0,40,15.0,0.589,0.25,7.42
0,41,1,41,19.95,0.693,0.74,11.0
1,41,0,41,19.46,0.39,0.76,11.43
0,41,0,42,37.9,0.32,3.51,25.79
0,42,0,41,16.59,0.825,0.52,17.87
0,42,1,42,38.14,0.11,3.1,25.88
1,42,0,42,11.73,0.596,3.53,0.39
0,42,0,43,44.4,0.467,4.24,16.12
0,43,0,42,19.37,0.959,1.86,2.62
0,43,1,43,12.58,0.17,4.86,22.71
1,43,0,43,49.87,0.853,1.29,27.1
0,43,0,44,22.23,0.415,0.31,21.42
0,44,0,43,11.16,0.369,3.44,29.02
0,44,1,44,26.55,0.354,4.42,4.14
1,44,0,44,27.06,0.692,0.38,25.73
0,44,0,45,15.86,0.915,0.06,12.43
0,45,0,44,16.95,0.712,1.26,29.24
0,45,1,45,25.84,0.934,0.38,22.98
1,45,0,45,43.4,0.249,3.62,5.52
0,45,0,46,47.45,0.547,3.27,20.98
0,46,0,45,8.5,0.855,0.25,6.11
0,46,1,46,44.17,0.276,4.01,16.68
1,46,0,46,6.34,0.052,0.39,2.62
0,46,0,47,16.62,0.058,4.89,15.57
0,47,0,46,33.61,0.805,1.62,14.47
0,47,1,47,36.2,0.791,0.99,8.26
1,47,0,47,14.17,0.495,2.06,6.28
0,47,0,48,43.88,0.373,0.78,26.31
0,48,0,47,7.29,0.531,0.77,26.35
0,48,1,48,27.37,0.909,4.37,10.7
1,48,0,48,39.71,0.009,3.78,8.34
0,48,0,49,25.14,0.261,1.75,26.75
0,49,0,48,39.58,0.567,1.9,2.39
0,49,1,49,20.31,0.533,3.17,17.34
1,49,0,49,27.52,0.054,3.68,14.27
1,0,2,0,37.36,0.654,1.26,23.3
2,0,1,0,49.18,0.372,3.62,7.04
1,0,1,1,8.88,0.788,4.71,12.57
1,1,1,0,10.36,0.911,0.08,23.37
1,1,2,1,10.69,0.453,4.1,10.73
2,1,1,1,9.87,0.141,3.85,6.26
1,1,1,2,23.1,0.087,4.5,3.45
1,2,1,1,29.77,0.823,1.97,11.69
1,2,2,2,6.29,0.27,0.32,10.5
2,2,1,2,11.93,0.226,3.88,5.91
1,2,1,3,17.15,0.294,2.89,25.69
1,3,1,2,20.02,0.238,2.26,13.73
1,3,2,3,38.23,0.559,0.4,25.45
2,3,1,3,14.25,0.258,2.66,3.99
1,3,1,4,38.34,0.221,4.91,23.43
1,4,1,3,16.39,0.339,0.05,28.82
1,4,2,4,27.5,0.191,2.92,12.34
2,4,1,4,28.87,0.311,2.69,23.27
1,4,1,5,48.53,0.328,3.04,17.52
1,5,1,4,39.85,0.484,4.79,24.3
1,5,2,5,35.62,0.255,4.6,6.36
2,5,1,5,35.02,0.806,1.41,17.88
1,5,1,6,48.49,0.266,2.97,25.86
1,6,1,5,10.26,0.85,4.31,24.95
1,6,2,6,26.41,0.416,2.47,21.35
2,6,1,6,36.21,0.412,4.35,7.39
1,6,1,7,14.41,0.73,1.13,20.35
1,7,1,6,47.78,0.538,1.63,2.64
1,7,2,7,46.65,0.876,3.86,17.76
2,7,1,7,48.95,0.935,1.11,22.23
1,7,1,8,14.55,0.716,2.01,8.77
1,8,1,7,6.85,0.937,4.2,17.61
1,8,2,8,29.88,0.647,4.08,2.66
2,8,1,8,48.95,0.086,1.78,26.02
1,8,1,9,7.81,0.03,1.76,7.47
1,9,1,8,24.71,0.104,1.81,9.6
1,9,2,9,30.88,0.551,2.48,27.28
2,9,1,9,41.11,0.321,3.98,16.05
1,9,1,10,15.26,0.065,0.15,9.66
1,10,1,9,42.55,0.441,0.88,4.51
1,10,2,10,47.55,0.421,1.96,22.64
2,10,1,10,23.38,0.353,1.33,17.18
1,10,1,11,24.06,0.693,1.3,17.65
1,11,1,10,43.31,0.134,1.17,16.99
1,11,2,11,36.6,0.998,0.97,25.41
2,11,1,11,48.07,0.817,0.0,17.26
1,11,1,12,31.67,0.878,2.75,20.35
1,12,1,11,23.03,0.686,4.84,1.27
1,12,2,12,31.46,0.536,3.56,23.59
2,12,1,12,24.73,0.512,0.08,2.99
1,12,1,13,15.14,0.956,1.31,22.87
1,13,1,12,31.7,0.908,4.15,5.52
1,13,2,13,46.69,0.762,3.62,20.71
2,13,1,13,45.52,0.717,2.75,23.34
1,13,1,14,31.69,0.058,1.12,1.11
1,14,1,13,17.9,0.341,2.06,4.6
1,14,2,14,27.59,0.573,0.89,27.12
2,14,1,14,27.48,0.708,0.56,25.59
1,14,1,15,47.64,0.766,4.48,25.35
1,15,1,14,47.64,0.689,0.36,13.85
1,15,2,15,27.99,0.36,0.99,16.07
2,15,1,15,16.81,0.855,4.94,24.91
1,15,1,16,31.2,0.748,2.15,6.59
1,16,1,15,33.35,0.579,1.45,29.04
1,16,2,16,32.21,0.715,2.74,26.54
2,16,1,16,10.49,0.058,3.35,9.83
1,16,1,17,20.41,0.054,4.53,18.64
1,17,1,16,11.52,0.642,1.59,14.23
1,17,2,17,12.51,0.712,2.08,24.47
2,17,1,17,35.87,0.96,2.9,3.68
1,17,1,18,22.71,0.71,0.54,10.26
1,18,1,17,45.4,0.712,1.16,3.19
1,18,2,18,14.53,0.232,3.92,27.06
2,18,1,18,15.76,0.305,2.46,20.8
1,18,1,19,16.63,0.12,3.06,20.61
1,19,1,18,33.76,0.937,4.35,13.3
1,19,2,19,14.8,0.398,4.25,16.96
2,19,1,19,43.51,0.764,3.0,2.99
1,19,1,20,41.15,0.087,4.59,26.68
1,20,1,19,8.08,0.224,3.01,19.2
1,20,2,20,32.55,0.99,1.92,29.08
2,20,1,20,14.92,0.657,3.35,2.63
1,20,1,21,47.97,0.923,2.95,4.49
1,21,1,20,49.8,0.219,3.14,1.76
1,21,2,21,42.05,0.356,2.31,3.4
2,21,1,21,8.88,0.806,1.8,5.69
1,21,1,22,19.91,0.328,2.7,8.6
1,22,1,21,30.31,0.754,4.75,19.93
1,22,2,22,32.76,0.402,3.52,18.54
2,22,1,22,47.16,0.711,3.75,14.92
1,22,1,23,20.26,0.861,4.19,12.23
1,23,1,22,7.47,0.249,1.25,1.85
1,23,2,23,34.0,0.132,0.67,28.04
2,23,1,23,23.76,0.467,3.0,6.22
1,23,1,24,46.56,0.051,0.01,28.43
1,24,1,23,18.6,0.259,2.51,27.26
1,24,2,24,48.78,0.463,2.92,2.0
2,24,1,24,11.83,0.409,0.67,6.96
1,24,1,25,9.36,0.602,4.29,0.34
1,25,1,24,43.13,0.717,4.68,23.58
1,25,2,25,25.75,0.326,1.65,13.64
2,25,1,25,18.38,0.342,0.8,3.8
1,25,1,26,10.06,0.83,3.61,19.88
1,26,1,25,27.72,0.85,2.27,13.57
1,26,2,26,43.1,0.762,0.4,22.33
2,26,1,26,6.98,0.013,4.13,29.82
1,26,1,27,43.0,0.99,4.46,9.29
1,27,1,26,24.73,0.016,1.88,11.78
1,27,2,27,30.66,0.751,0.69,17.82
2,27,1,27,12.95,0.182,1.57,15.17
1,27,1,28,18.39,0.624,0.31,4.51
1,28,1,27,13.41,0.716,3.29,12.04
1,28,2,28,35.63,0.408,3.6,15.73
2,28,1,28,28.45,0.359,0.52,22.38
1,28,1,29,24.08,0.145,2.44,1.15
1,29,1,28,18.8,0.236,3.43,19.85
1,29,2,29,38.84,0.301,3.57,20.09
2,29,1,29,8.92,0.874,0.73,21.72
1,29,1,30,26.59,0.791,1.37,29.11
1,30,1,29,43.05,0.702,1.75,18.03
1,30,2,30,30.23,0.55,1.41,8.1
2,30,1,30,43.06,0.599,4.41,26.72
1,30,1,31,8.25,0.112,0.96,25.3
1,31,1,30,8.9,0.804,3.15,13.19
1,31,2,31,49.31,0.44,1.85,20.33
2,31,1,31,25.5,0.356,4.45,15.07
1,31,1,32,34.56,0.976,3.84,4.8
1,32,1,31,26.14,0.786,3.86,28.55
1,32,2,32,13.89,0.258,3.36,27.04
2,32,1,32,33.73,0.458,0.55,14.21
1,32,1,33,32.2,0.24,0.52,2.82
1,33,1,32,32.08,0.282,4.46,15.11
1,33,2,33,34.58,0.816,2.11,27.45
2,33,1,33,37.29,0.67,2.21,26.93
1,33,1,34,35.67,0.991,3.52,15.88
1,34,1,33,47.32,0.924,3.46,0.97
1,34,2,34,16.8,0.667,4.4,9.84
2,34,1,34,24.19,0.65,3.28,10.86
1,34,1,35,31.25,0.686,0.45,21.11
1,35,1,34,26.84,0.72,0.25,10.48
1,35,2,35,38.0,0.407,1.67,26.69
2,35,1,35,29.28,0.182,1.31,25.02
1,35,1,36,6.94,0.976,2.61,11.98
1,36,1,35,23.23,0.591,2.25,22.55
1,36,2,36,7.68,0.764,3.14,12.9
2,36,1,36,15.42,0.439,0.7,4.85
1,36,1,37,9.3,0.829,4.94,25.06
1,37,1,36,35.04,0.371,2.55,28.14
1,37,2,37,24.75,0.205,2.3,23.49
2,37,1,37,39.41,0.518,0.7,17.63
1,37,1,38,25.13,0.309,1.32,21.98
1,38,1,37,17.08,0.368,0.01,11.34
1,38,2,38,18.93,0.399,4.27,16.04
2,38,1,38,13.82,0.53,2.97,9.65
1,38,1,39,33.65,0.59,0.86,27.0
1,39,1,38,26.98,0.322,3.49,16.88
1,39,2,39,37.25,0.391,0.68,29.82
2,39,1,39,21.95,0.481,3.49,6.58
1,39,1,40,35.23,0.986,2.12,18.07
1,40,1,39,31.46,0.859,4.89,27.75
1,40,2,40,15.37,0.229,4.58,7.93
2,40,1,40,44.39,0.813,1.44,23.4
1,40,1,41,33.86,0.6,2.47,7.7
1,41,1,40,44.66,0.618,3.54,27.95
1,41,2,41,13.33,0.018,0.43,15.96
2,41,1,41,26.19,0.924,2.38,22.97
1,41,1,42,14.89,0.812,2.94,23.56
1,42,1,41,47.71,0.351,0.61,29.89
1,42,2,42,32.96,0.262,1.99,3.0
2,42,1,42,6.0,0.867,0.95,4.26
1,42,1,43,29.36,0.464,2.67,15.26
1,43,1,42,6.54,0.291,2.64,28.54
1,43,2,43,34.5,0.728,1.12,21.14
2,43,1,43,15.43,0.333,2.55,18.58
1,43,1,44,28.54,0.714,4.6,19.05
1,44,1,43,22.75,0.304,1.53,2.9
1,44,2,44,24.55,0.998,2.56,5.59
2,44,1,44,30.05,0.558,4.66,4.67
1,44,1,45,27.26,0.473,3.33,11.86
1,45,1,44,39.65,0.041,0.32,27.42
1,45,2,45,22.51,0.88,3.49,3.39
2,45,1,45,40.49,0.083,1.4,19.07
1,45,1,46,36.71,0.382,0.6,9.59
1,46,1,45,22.19,0.008,3.06,4.45
1,46,2,46,9.62,0.566,2.3,6.84
2,46,1,46,46.88,0.123,0.03,11.75
1,46,1,47,22.73,0.602,0.07,15.44
1,47,1,46,32.62,0.682,4.06,24.25
1,47,2,47,21.57,0.273,0.65,1.65
2,47,1,47,26.82,0.409,3.31,9.22
1,47,1,48,9.55,0.786,3.86,13.01
1,48,1,47,29.7,0.828,3.99,7.68
1,48,2,48,23.93,0.956,4.79,0.76
2,48,1,48,21.05,0.411,2.56,7.69
1,48,1,49,26.04,0.785,3.2,13.63
1,49,1,48,24.27,0.057,0.71,19.07
1,49,2,49,9.85,0.39,1.29,6.63
2,49,1,49,24.34,0.272,2.01,15.93
2,0,3,0,17.65,0.585,2.2,26.58
3,0,2,0,39.96,0.236,3.43,22.69
2,0,2,1,26.18,0.688,1.9,13.71
2,1,2,0,29.27,0.349,2.45,19.99
2,1,3,1,20.64,0.811,2.7,0.67
3,1,2,1,25.35,0.677,0.43,0.82
2,1,2,2,47.39,0.844,0.94,4.54
2,2,2,1,14.04,0.001,2.76,14.99
2,2,3,2,45.25,0.188,1.03,9.8
3,2,2,2,9.03,0.565,4.32,28.4
2,2,2,3,41.64,0.316,2.03,11.11
2,3,2,2,21.68,0.019,0.65,21.87
2,3,3,3,45.35,0.952,1.6,19.23
3,3,2,3,48.09,0.332,4.64,15.81
2,3,2,4,39.87,0.615,3.3,15.52
2,4,2,3,32.26,0.498,1.81,5.41
2,4,3,4,8.42,0.358,4.88,21.35
3,4,2,4,21.47,0.843,4.29,3.33
2,4,2,5,27.62,0.287,2.23,16.97
2,5,2,4,40.46,0.296,0.14,14.49
2,5,3,5,45.63,0.238,0.07,21.78
3,5,2,5,36.56,0.948,0.17,3.2
2,5,2,6,24.5,0.727,3.13,12.16
2,6,2,5,44.5,0.442,0.28,26.59
2,6,3,6,7.59,0.562,4.63,22.97
3,6,2,6,32.76,0.364,0.54,17.8
2,6,2,7,40.82,0.175,1.43,24.79
2,7,2,6,31.98,0.09,1.98,7.72
2,7,3,7,28.11,0.385,1.6,11.05
3,7,2,7,41.79,0.919,0.18,11.89
2,7,2,8,16.24,0.782,0.84,28.25
2,8,2,7,23.45,0.807,4.45,27.89
2,8,3,8,32.98,0.3,1.92,12.29
3,8,2,8,22.1,0.931,3.25,27.91
2,8,2,9,30.3,0.887,1.07,7.16
2,9,2,8,28.9,0.986,1.32,9.88
2,9,3,9,19.46,0.022,1.52,15.19
3,9,2,9,10.44,0.371,4.91,7.49
2,9,2,10,41.21,0.769,0.85,2.06
2,10,2,9,47.35,0.528,4.09,26.56
2,10,3,10,16.65,0.156,0.44,9.13
3,10,2,10,28.3,0.242,2.45,12.39
2,10,2,11,21.52,0.485,2.28,20.91
2,11,2,10,30.55,0.643,2.07,13.13
2,11,3,11,42.57,0.886,4.77,9.07
3,11,2,11,10.99,0.189,4.14,24.78
2,11,2,12,39.17,0.992,1.9,25.21
2,12,2,11,14.42,0.623,4.86,29.55
2,12,3,12,23.89,0.404,2.7,17.4
3,12,2,12,12.48,0.606,4.04,22.98
2,12,2,13,47.48,0.288,2.26,13.75
2,13,2,12,42.25,0.531,3.0,25.77
2,13,3,13,33.03,0.169,0.84,19.39
3,13,2,13,10.21,0.269,2.76,4.33
2,13,2,14,28.04,0.603,0.79,17.6
2,14,2,13,41.05,0.878,0.61,22.33
2,14,3,14,35.72,0.767,1.33,4.97
3,14,2,14,12.14,0.067,0.61,5.56
2,14,2,15,38.6,0.217,4.26,11.94
2,15,2,14,26.15,0.044,1.1,19.63
2,15,3,15,34.52,0.752,0.08,7.48
3,15,2,15,25.71,0.163,3.03,29.32
2,15,2,16,44.81,0.557,1.68,7.99
2,16,2,15,43.78,0.78,1.49,13.27
2,16,3,16,7.74,0.503,0.12,19.15
3,16,2,16,40.81,0.509,4.48,15.84
2,16,2,17,14.99,0.817,0.68,28.09
2,17,2,16,11.43,0.905,3.79,19.79
2,17,3,17,43.44,0.754,2.07,0.64
3,17,2,17,24.4,0.213,4.66,11.34
2,17,2,18,17.5,0.049,4.34,3.93
2,18,2,17,23.34,0.087,0.17,0.51
2,18,3,18,6.87,0.478,0.32,29.77
3,18,2,18,36.04,0.143,4.83,22.5
2,18,2,19,25.19,0.637,3.64,3.52
2,19,2,18,10.51,0.909,0.79,1.73
2,19,3,19,13.25,0.61,3.59,23.73
3,19,2,19,8.69,0.804,3.49,24.5
2,19,2,20,15.21,0.889,1.65,14.76
2,20,2,19,11.62,0.948,4.0,12.85
2,20,3,20,11.96,0.199,1.07,7.85
3,20,2,20,32.08,0.558,2.94,26.2
2,20,2,21,43.9,0.533,2.72,22.25
2,21,2,20,10.75,0.272,3.65,29.82
2,21,3,21,17.56,0.972,3.58,5.29
3,21,2,21,42.91,0.689,3.58,7.33
2,21,2,22,41.19,0.051,1.03,27.14
2,22,2,21,33.86,0.651,3.04,23.24
2,22,3,22,38.78,0.473,3.64,19.6
3,22,2,22,40.03,0.565,4.28,16.21
2,22,2,23,40.48,0.2,0.38,8.63
2,23,2,22,41.12,0.725,4.49,1.52
2,23,3,23,33.46,0.671,3.42,12.86
3,23,2,23,43.6,0.349,3.32,25.31
2,23,2,24,24.49,0.64,3.41,8.66
2,24,2,23,37.3,0.104,4.99,5.78
2,24,3,24,35.95,0.358,1.75,25.21
3,24,2,24,13.86,0.31,4.64,26.95
2,24,2,25,10.14,0.466,1.46,16.79
2,25,2,24,21.99,0.005,1.8,19.84
2,25,3,25,32.44,0.592,2.51,19.06
3,25,2,25,25.8,0.349,2.84,0.43
2,25,2,26,32.46,0.464,3.14,1.93
2,26,2,25,15.02,0.966,2.11,3.3
2,26,3,26,34.45,0.278,4.89,13.72
3,26,2,26,37.0,0.841,1.41,28.83
2,26,2,27,42.31,0.992,2.85,28.06
2,27,2,26,21.53,0.276,0.74,7.58
2,27,3,27,34.9,0.41,0.27,23.32
3,27,2,27,12.7,0.107,0.45,13.38
2,27,2,28,45.21,0.582,2.43,12.8
2,28,2,27,36.51,0.355,0.93,29.21
2,28,3,28,49.82,0.239,0.31,18.72
3,28,2,28,17.22,0.901,3.77,21.02
2,28,2,29,25.5,0.803,2.86,26.76
2,29,2,28,23.58,0.717,2.16,19.58
2,29,3,29,36.03,0.961,0.07,3.85
3,29,2,29,9.06,0.813,0.25,18.81
2,29,2,30,40.44,0.528,4.66,17.18
2,30,2,29,27.83,0.43,3.6,26.67
2,30,3,30,6.03,0.201,0.7,17.68
3,30,2,30,32.5,0.124,1.17,24.11
2,30,2,31,19.22,0.497,4.1,11.08
2,31,2,30,11.18,0.672,0.83,13.67
2,31,3,31,44.67,0.485,2.3,19.74
3,31,2,31,14.92,0.764,4.25,10.23
2,31,2,32,24.93,0.601,0.61,15.7
2,32,2,31,13.91,0.169,3.68,21.02
2,32,3,32,26.19,0.448,0.91,20.2
3,32,2,32,40.96,0.969,3.72,26.62
2,32,2,33,31.2,0.744,3.8,1.24
2,33,2,32,25.56,0.208,0.12,3.19
2,33,3,33,15.91,0.721,4.2,20.09
3,33,2,33,32.16,0.696,2.92,17.54
2,33,2,34,17.46,0.423,3.42,28.85
2,34,2,33,41.92,0.846,1.15,5.43
2,34,3,34,22.45,0.596,3.87,22.16
3,34,2,34,40.25,0.966,3.91,21.3
2,34,2,35,6.84,0.963,0.87,16.81
2,35,2,34,5.51,0.389,1.91,0.05
2,35,3,35,22.33,0.513,0.56,3.63
3,35,2,35,10.31,0.265,4.0,29.81
2,35,2,36,37.67,0.282,4.67,8.4
2,36,2,35,27.53,0.364,3.86,0.52
2,36,3,36,23.96,0.328,3.15,10.27
3,36,2,36,8.85,0.932,2.95,24.99
2,36,2,37,19.23,0.021,3.97,3.09
2,37,2,36,22.09,0.106,2.8,16.3
2,37,3,37,31.37,0.932,2.81,7.39
3,37,2,37,46.44,0.035,2.41,27.19
2,37,2,38,25.4,0.324,3.98,1.78
2,38,2,37,26.37,0.872,3.96,11.16
2,38,3,38,38.66,0.436,0.24,3.73
3,38,2,38,7.01,0.377,3.78,13.08
2,38,2,39,28.66,0.399,0.48,5.9
2,39,2,38,43.45,0.925,2.83,3.66
2,39,3,39,12.82,0.81,2.21,2.19
3,39,2,39,47.85,0.141,3.51,23.15
2,39,2,40,44.98,0.394,2.07,28.44
2,40,2,39,10.12,0.405,5.0,28.53
2,40,3,40,39.02,0.695,4.03,18.78
3,40,2,40,39.44,0.88,0.1,18.96
2,40,2,41,22.13,0.205,1.41,23.98
2,41,2,40,15.63,0.451,3.95,3.69
2,41,3,41,5.63,0.981,0.19,14.48
3,41,2,41,42.25,0.447,0.87,18.64
2,41,2,42,21.37,0.152,1.24,17.13
2,42,2,41,40.05,0.523,0.46,17.94
2,42,3,42,46.29,0.644,3.3,5.04
3,42,2,42,37.32,0.848,1.97,14.22
2,42,2,43,32.17,0.088,0.49,17.19
2,43,2,42,36.22,0.593,4.43,2.19
2,43,3,43,42.42,0.46,4.76,14.6
3,43,2,43,28.35,0.583,1.25,17.14
2,43,2,44,41.11,0.587,4.07,22.53
2,44,2,43,15.0,0.455,1.21,18.98
2,44,3,44,19.11,0.23,0.2,25.09
3,44,2,44,24.13,0.691,0.13,3.17
2,44,2,45,39.26,0.185,0.73,17.34
2,45,2,44,11.62,0.364,1.28,25.92
2,45,3,45,9.71,0.943,2.98,17.63
3,45,2,45,49.16,0.524,1.93,24.6
2,45,2,46,27.4,0.448,1.88,21.11
2,46,2,45,47.7,0.117,3.09,21.31
